x0	x1	y0	y1
-0.445312	-0.444336	1.273438	1.274414
-0.458008	-0.457031	1.276367	1.277344
-0.458984	-0.458008	1.276367	1.277344
-0.459961	-0.458984	1.276367	1.277344
-0.456055	-0.455078	1.275391	1.276367
-0.457031	-0.456055	1.275391	1.276367
-0.460938	-0.459961	1.277344	1.278320
-0.465820	-0.464844	1.279297	1.280273
-0.463867	-0.462891	1.278320	1.279297
-0.461914	-0.460938	1.277344	1.278320
-0.462891	-0.461914	1.278320	1.279297
-0.468750	-0.467773	1.284180	1.285156
-0.411133	-0.410156	1.255859	1.256836
-0.412109	-0.411133	1.255859	1.256836
-0.414062	-0.413086	1.256836	1.257812
-0.409180	-0.408203	1.254883	1.255859
-0.420898	-0.419922	1.259766	1.260742
-0.421875	-0.420898	1.260742	1.261719
-0.416992	-0.416016	1.258789	1.259766
-0.416016	-0.415039	1.257812	1.258789
-0.416016	-0.415039	1.260742	1.261719
-0.417969	-0.416992	1.261719	1.262695
-0.414062	-0.413086	1.259766	1.260742
-0.414062	-0.413086	1.257812	1.258789
-0.423828	-0.422852	1.260742	1.261719
-0.422852	-0.421875	1.263672	1.264648
-0.427734	-0.426758	1.263672	1.264648
-0.437500	-0.436523	1.267578	1.268555
-0.393555	-0.392578	1.250977	1.251953
-0.392578	-0.391602	1.250977	1.251953
-0.406250	-0.405273	1.253906	1.254883
-0.390625	-0.389648	1.250000	1.250977
-0.302734	-0.301758	1.365234	1.366211
-0.297852	-0.296875	1.360352	1.361328
-0.299805	-0.298828	1.364258	1.365234
-0.311523	-0.310547	1.372070	1.373047
-0.312500	-0.311523	1.371094	1.372070
-0.309570	-0.308594	1.372070	1.373047
-0.312500	-0.311523	1.373047	1.374023
-0.309570	-0.308594	1.370117	1.371094
-0.310547	-0.309570	1.365234	1.366211
-0.307617	-0.306641	1.363281	1.364258
-0.302734	-0.301758	1.367188	1.368164
-0.304688	-0.303711	1.369141	1.370117
-0.298828	-0.297852	1.368164	1.369141
-0.294922	-0.293945	1.363281	1.364258
-0.293945	-0.292969	1.364258	1.365234
-0.294922	-0.293945	1.365234	1.366211
-0.296875	-0.295898	1.363281	1.364258
-0.291016	-0.290039	1.361328	1.362305
-0.293945	-0.292969	1.362305	1.363281
-0.291016	-0.290039	1.363281	1.364258
